tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
jtexpert,RE2J-8,com.google.re2j.RE2,1,80,261201,585,182,0,23,0,204,196,96.07843,98,92,93.877556,167,165,98.80239,61,36.526947,106,300,2
jtexpert,LA4J-7,org.la4j.matrix.sparse.CCSMatrix,1,341,251171,8,0,0,0,0,339,0,0.0,210,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,GSON-9,com.google.gson.reflect.TypeToken,1,346,1889,7,0,0,0,0,93,0,0.0,60,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-6,org.la4j.linear.ForwardBackSubstitutionSolver,1,242,252000,287,16,0,7,0,26,25,96.15385,20,18,90.0,36,35,97.22222,31,86.11111,5,300,2
jtexpert,GSON-6,com.google.gson.internal.bind.JsonTreeReader,1,80,1321,9,0,0,0,0,165,0,0.0,86,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-9,org.la4j.decomposition.SingularValueDecompositor,1,79,279114,2107,42,0,0,0,265,265,100.0,175,165,94.28571,161,161,100.0,17,10.559006,144,300,2
jtexpert,GSON-7,com.google.gson.GsonBuilder,1,87,1374,7,0,0,0,0,94,0,0.0,38,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-8,org.la4j.matrix.dense.Basic2DMatrix,1,89,248618,11,0,0,0,0,105,0,0.0,68,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,GSON-4,com.google.gson.stream.JsonReader,1,80,1318,12,0,0,0,0,656,0,0.0,468,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-3,org.la4j.matrix.sparse.CRSMatrix,1,80,247965,7,0,0,0,0,339,0,0.0,210,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,GSON-5,com.google.gson.internal.LinkedTreeMap,1,81,1335,7,0,0,0,0,190,0,0.0,150,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-2,org.la4j.decomposition.EigenDecompositor,1,80,261638,2640,56,0,1,0,429,331,77.15617,222,160,72.07207,241,176,73.029045,40,16.597511,201,300,2
jtexpert,GSON-2,com.google.gson.internal.LinkedHashTreeMap,1,80,1332,8,0,0,0,0,234,0,0.0,170,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-5,org.la4j.Matrix,1,101,306590,9,123,1,0,0,520,0,0.0,280,0,0.0,174,0,0.0,0,0.0,174,300,1
jtexpert,GSON-3,com.google.gson.JsonPrimitive,1,81,1331,11,0,0,0,0,82,0,0.0,80,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-4,org.la4j.matrix.dense.Basic1DMatrix,1,89,282196,24091,84,0,19,0,116,95,81.89655,66,42,63.636364,158,123,77.8481,35,22.1519,123,300,2
jtexpert,GSON-1,com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,1,89,1347,7,0,0,0,0,63,0,0.0,36,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-1,org.la4j.vector.sparse.CompressedVector,1,97,279629,669,148,0,30,0,198,182,91.91919,126,113,89.68254,102,97,95.09804,78,76.47059,24,300,2
jtexpert,JXPATH-10,org.apache.commons.jxpath.ri.axes.SimplePathInterpreter,1,93,244518,19,0,0,2,0,271,0,0.0,184,0,0.0,197,0,0.0,0,0.0,197,300,2
jtexpert,BCEL-10,org.apache.bcel.verifier.structurals.Subroutines,1,82,246547,564,40,0,12,0,119,89,74.78992,72,48,66.66667,75,62,82.666664,49,65.33333,26,300,2
jtexpert,OKHTTP-5,okhttp3.internal.tls.DistinguishedNameParser,2,82,245380,67,14,0,3,0,156,79,50.641026,168,62,36.904762,200,114,57.0,59,29.499998,141,300,2
jtexpert,OKHTTP-6,okhttp3.CacheControl,2,87,251322,338,112,0,23,0,128,112,87.5,70,53,75.71429,59,57,96.61017,50,84.745766,9,300,2
jtexpert,OKHTTP-7,okhttp3.internal.tls.OkHostnameVerifier,2,86,245074,43,6,0,3,0,80,4,5.0,64,0,0.0,63,0,0.0,0,0.0,63,300,2
jtexpert,GSON-10,com.google.gson.internal.Excluder,2,132,1475,7,0,0,0,0,89,0,0.0,82,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,OKHTTP-8,okhttp3.HttpUrl,2,208,4767,7,0,0,0,0,221,0,0.0,183,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,OKHTTP-1,okhttp3.Cookie,2,204,246160,156,60,0,24,0,236,12,5.0847454,208,5,2.4038463,108,2,1.8518518,1,0.9259259,107,300,2
jtexpert,OKHTTP-2,okhttp3.internal.platform.AndroidPlatform,2,80,2996,7,0,0,0,0,88,0,0.0,30,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,OKHTTP-3,okhttp3.ConnectionSpec,2,81,246002,330,106,0,24,0,82,54,65.85366,66,35,53.0303,71,47,66.19718,46,64.788734,25,300,2
jtexpert,OKHTTP-4,okhttp3.internal.http.HttpHeaders,2,81,248474,149,64,0,10,0,83,46,55.421684,62,29,46.774193,71,43,60.56338,37,52.112675,34,300,2
jtexpert,BCEL-5,org.apache.bcel.verifier.statics.Pass3aVerifier,2,79,246242,50,6,0,1,0,120,5,4.166667,72,0,0.0,69,1,1.4492754,1,1.4492754,68,300,2
jtexpert,JXPATH-4,org.apache.commons.jxpath.util.MethodLookupUtils,2,81,245174,280,76,0,2,0,139,105,75.53957,102,75,73.52941,92,77,83.69565,60,65.21739,32,300,2
jtexpert,BCEL-6,org.apache.bcel.verifier.structurals.LocalVariables,2,83,245830,199,42,0,4,0,62,47,75.80645,54,31,57.40741,50,46,92.0,35,70.0,15,300,2
jtexpert,JXPATH-5,org.apache.commons.jxpath.ri.compiler.Step,2,83,244086,130,56,0,0,0,54,15,27.777779,50,14,28.0,42,14,33.333336,14,33.333336,28,300,2
jtexpert,BCEL-7,org.apache.bcel.util.Class2HTML,2,84,2636,7,0,0,0,0,95,0,0.0,45,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,JXPATH-2,org.apache.commons.jxpath.ri.compiler.Path,2,79,245243,177,28,0,5,0,111,23,20.72072,86,14,16.27907,88,21,23.863636,16,18.181818,72,300,2
jtexpert,LA4J-10,org.la4j.linear.GaussianSolver,2,80,253500,314,20,0,10,0,37,36,97.2973,22,21,95.454544,53,52,98.11321,46,86.79245,7,300,2
jtexpert,BCEL-8,org.apache.bcel.generic.BranchInstruction,2,110,249308,642,54,0,6,0,61,52,85.2459,24,19,79.16667,32,30,93.75,27,84.375,5,300,2
jtexpert,JXPATH-3,org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,2,79,245117,152,32,0,4,0,62,37,59.67742,64,36,56.25,49,34,69.38776,25,51.02041,24,300,2
jtexpert,BCEL-9,org.apache.bcel.classfile.StackMapEntry,2,83,253733,764,108,0,46,0,189,160,84.65608,196,155,79.081635,114,94,82.45614,71,62.2807,43,300,2
jtexpert,JXPATH-8,org.apache.commons.jxpath.util.ValueUtils,2,81,270893,494,152,0,46,0,246,125,50.813007,150,87,58.0,152,86,56.578945,68,44.736843,84,300,2
jtexpert,JXPATH-9,org.apache.commons.jxpath.ri.model.beans.PropertyIterator,2,88,244606,19,0,0,2,0,154,0,0.0,98,0,0.0,122,0,0.0,0,0.0,122,300,2
jtexpert,JXPATH-6,org.apache.commons.jxpath.JXPathContext,2,101,247971,549,80,0,22,0,96,78,81.25,46,34,73.91304,50,43,86.0,34,68.0,16,300,2
jtexpert,JXPATH-7,org.apache.commons.jxpath.ri.parser.XPathParserTokenManager,2,82,322213,2399,328,0,35,0,1029,658,63.94558,872,446,51.146786,352,203,57.670456,100,28.40909,252,300,2
jtexpert,FREEHEP-10,org.freehep.math.minuit.MnUserTransformation,2,79,297265,244,58,0,25,0,169,109,64.49704,72,45,62.5,112,75,66.96429,52,46.42857,60,300,2
jtexpert,JXPATH-1,org.apache.commons.jxpath.util.BasicTypeConverter,2,79,3248,12,0,0,0,0,233,0,0.0,298,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,BCEL-1,org.apache.bcel.classfile.Utility,2,81,3530,7,0,0,0,0,501,0,0.0,344,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,BCEL-2,org.apache.bcel.verifier.structurals.InstConstraintVisitor,2,93,257373,806,166,0,82,0,1076,68,6.3197026,776,20,2.5773196,243,11,4.5267487,0,0.0,243,300,2
jtexpert,BCEL-3,org.apache.bcel.generic.ConstantPoolGen,2,81,251408,1102,142,0,29,0,280,245,87.5,140,105,75.0,163,148,90.79755,116,71.16564,47,300,2
jtexpert,BCEL-4,org.apache.bcel.generic.InstructionList,2,80,4180,7,0,0,0,0,431,0,0.0,219,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,FREEHEP-8,org.freehep.math.minuit.MnPrint,2,95,255229,526,60,0,8,0,210,132,62.857143,72,42,58.333332,170,113,66.47059,71,41.764706,99,300,2
jtexpert,FREEHEP-9,org.freehep.math.minuit.MnMinos,2,85,259778,146,18,0,9,0,111,16,14.414414,74,7,9.459459,78,2,2.5641026,0,0.0,78,300,2
jtexpert,FREEHEP-6,org.freehep.math.minuit.SimplexBuilder,2,81,260982,85,2,0,1,0,97,17,17.525772,54,2,3.7037036,100,14,14.0,0,0.0,100,300,2
jtexpert,FREEHEP-7,org.freehep.math.minuit.MnHesse,2,80,251876,144,22,0,7,0,126,18,14.285715,48,1,2.0833335,127,7,5.511811,3,2.3622048,124,300,2
jtexpert,FREEHEP-1,org.freehep.math.minuit.MnPlot,2,87,248689,290,4,0,0,0,203,10,4.9261084,116,2,1.7241379,116,3,2.586207,1,0.86206895,115,300,2
jtexpert,FREEHEP-4,org.freehep.math.minuit.MnAlgebraicSymMatrix,2,97,252842,5721,40,0,6,0,237,135,56.962025,126,73,57.93651,189,92,48.677246,49,25.925926,140,300,2
jtexpert,FREEHEP-5,org.freehep.math.minuit.MnUserParameterState,2,80,299107,389,130,0,33,0,262,179,68.32061,110,52,47.272728,135,91,67.4074,49,36.296295,86,300,2
jtexpert,FREEHEP-2,org.freehep.math.minuit.MnLineSearch,2,81,250542,38,2,0,1,0,104,11,10.576923,94,4,4.255319,140,7,5.0,0,0.0,140,300,2
jtexpert,FREEHEP-3,org.freehep.math.minuit.MnFunctionCross,2,87,255512,121,6,0,4,0,220,29,13.181818,160,5,3.125,132,6,4.5454545,0,0.0,132,300,2
jtexpert,IMAGE-1,org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase,2,80,251079,4776,22,0,8,0,304,171,56.25,180,70,38.88889,107,60,56.074768,51,47.66355,56,300,2
jtexpert,RE2J-3,com.google.re2j.Simplify,2,79,244013,298,32,0,0,0,64,42,65.625,56,35,62.5,58,41,70.68965,4,6.8965516,54,300,2
jtexpert,IMAGE-3,org.apache.commons.imaging.formats.bmp.BmpImageParser,2,80,2863,7,0,0,0,0,380,0,0.0,193,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,RE2J-2,com.google.re2j.CharClass,2,80,262545,627,116,0,10,0,176,168,95.454544,112,108,96.42857,102,101,99.01961,66,64.70589,36,300,2
jtexpert,IMAGE-2,org.apache.commons.imaging.common.RationalNumber,2,81,245537,175,58,0,9,0,76,70,92.10526,60,47,78.333336,96,94,97.91667,62,64.58333,34,300,2
jtexpert,RE2J-5,com.google.re2j.Compiler,2,83,245156,224,54,0,1,0,117,112,95.726494,85,72,84.70589,103,98,95.14563,26,25.24272,77,300,2
jtexpert,RE2J-4,com.google.re2j.Utils,2,79,245024,458,138,0,4,0,86,83,96.51163,96,88,91.66667,117,117,100.0,90,76.92308,27,300,2
jtexpert,IMAGE-4,org.apache.commons.imaging.formats.tiff.TiffField,2,79,248421,582,150,0,25,0,253,195,77.0751,134,97,72.38806,184,157,85.32609,138,75.0,46,300,2
jtexpert,RE2J-7,com.google.re2j.Regexp,2,92,249784,279,98,0,31,0,164,56,34.146343,119,30,25.210085,108,23,21.296297,17,15.74074,91,300,2
jtexpert,RE2J-6,com.google.re2j.Machine,2,81,246453,472,104,0,13,0,159,149,93.71069,121,104,85.95041,104,102,98.07692,48,46.153847,56,300,2
jtexpert,RE2J-8,com.google.re2j.RE2,2,80,247148,775,200,0,31,0,204,196,96.07843,98,92,93.877556,167,165,98.80239,48,28.742516,119,300,2
jtexpert,LA4J-7,org.la4j.matrix.sparse.CCSMatrix,2,80,257029,7,0,0,0,0,339,0,0.0,210,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,GSON-9,com.google.gson.reflect.TypeToken,2,78,1342,7,0,0,0,0,93,0,0.0,60,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-6,org.la4j.linear.ForwardBackSubstitutionSolver,2,98,253641,269,14,0,7,0,26,25,96.15385,20,18,90.0,36,35,97.22222,21,58.333332,15,300,2
jtexpert,GSON-6,com.google.gson.internal.bind.JsonTreeReader,2,80,1333,7,0,0,0,0,165,0,0.0,86,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-9,org.la4j.decomposition.SingularValueDecompositor,2,81,271309,5543,30,0,0,0,265,264,99.62264,175,164,93.71429,161,161,100.0,17,10.559006,144,300,2
jtexpert,GSON-7,com.google.gson.GsonBuilder,2,83,1362,18,0,0,0,0,94,0,0.0,38,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-8,org.la4j.matrix.dense.Basic2DMatrix,2,101,244974,7,0,0,0,0,105,0,0.0,68,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,GSON-4,com.google.gson.stream.JsonReader,2,80,1336,8,0,0,0,0,656,0,0.0,468,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-3,org.la4j.matrix.sparse.CRSMatrix,2,81,245768,6,0,0,0,0,339,0,0.0,210,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,GSON-5,com.google.gson.internal.LinkedTreeMap,2,81,1323,11,0,0,0,0,190,0,0.0,150,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-2,org.la4j.decomposition.EigenDecompositor,2,81,264841,3854,68,0,0,0,429,345,80.41958,222,169,76.12613,241,186,77.17842,45,18.6722,196,300,2
jtexpert,GSON-2,com.google.gson.internal.LinkedHashTreeMap,2,81,1364,17,0,0,0,0,234,0,0.0,170,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-5,org.la4j.Matrix,2,79,397499,13325,216,0,86,0,520,384,73.84615,280,189,67.5,174,132,75.86207,35,20.114943,139,300,2
jtexpert,GSON-3,com.google.gson.JsonPrimitive,2,79,1326,7,0,0,0,0,82,0,0.0,80,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-4,org.la4j.matrix.dense.Basic1DMatrix,2,80,245075,7,0,0,0,0,116,0,0.0,66,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,GSON-1,com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,2,80,1322,8,0,0,0,0,63,0,0.0,36,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-1,org.la4j.vector.sparse.CompressedVector,2,80,284686,712,158,0,36,0,198,183,92.42424,126,114,90.47619,102,97,95.09804,76,74.5098,26,300,2
jtexpert,JXPATH-10,org.apache.commons.jxpath.ri.axes.SimplePathInterpreter,2,82,244706,91,0,0,2,0,271,0,0.0,184,0,0.0,197,0,0.0,0,0.0,197,300,2
jtexpert,BCEL-10,org.apache.bcel.verifier.structurals.Subroutines,2,78,247063,537,40,0,16,0,119,86,72.268906,72,46,63.88889,75,61,81.333336,43,57.333332,32,300,2
jtexpert,RE2J-1,com.google.re2j.Parser,2,81,250949,868,202,0,54,0,760,587,77.23685,565,383,67.78761,203,165,81.280785,32,15.763547,171,300,2
jtexpert,OKHTTP-5,okhttp3.internal.tls.DistinguishedNameParser,3,81,245233,64,14,0,3,0,156,79,50.641026,168,62,36.904762,200,114,57.0,60,30.000002,140,300,2
jtexpert,OKHTTP-6,okhttp3.CacheControl,3,77,262797,245,114,0,29,0,128,113,88.28125,70,57,81.428566,59,57,96.61017,49,83.05085,10,300,2
jtexpert,OKHTTP-7,okhttp3.internal.tls.OkHostnameVerifier,3,83,244698,44,6,0,3,0,80,4,5.0,64,0,0.0,63,0,0.0,0,0.0,63,300,2
jtexpert,GSON-10,com.google.gson.internal.Excluder,3,80,1335,12,0,0,0,0,89,0,0.0,82,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,OKHTTP-8,okhttp3.HttpUrl,3,90,3651,7,0,0,0,0,221,0,0.0,183,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,OKHTTP-1,okhttp3.Cookie,3,81,245687,130,44,0,15,0,236,12,5.0847454,208,5,2.4038463,108,2,1.8518518,1,0.9259259,107,300,2
jtexpert,OKHTTP-2,okhttp3.internal.platform.AndroidPlatform,3,90,3101,7,0,0,0,0,88,0,0.0,30,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,OKHTTP-3,okhttp3.ConnectionSpec,3,82,246473,3465,112,0,27,0,82,54,65.85366,66,35,53.0303,71,47,66.19718,46,64.788734,25,300,2
jtexpert,OKHTTP-4,okhttp3.internal.http.HttpHeaders,3,79,251815,145,68,0,6,0,83,49,59.03614,62,32,51.6129,71,44,61.971832,40,56.33803,31,300,2
jtexpert,BCEL-5,org.apache.bcel.verifier.statics.Pass3aVerifier,3,81,246147,52,6,0,2,0,120,5,4.166667,72,0,0.0,69,1,1.4492754,1,1.4492754,68,300,2
jtexpert,JXPATH-4,org.apache.commons.jxpath.util.MethodLookupUtils,3,82,244975,347,66,0,2,0,139,105,75.53957,102,74,72.54902,92,77,83.69565,62,67.391304,30,300,2
jtexpert,BCEL-6,org.apache.bcel.verifier.structurals.LocalVariables,3,82,246108,443,38,0,5,0,62,47,75.80645,54,31,57.40741,50,46,92.0,34,68.0,16,300,2
jtexpert,JXPATH-5,org.apache.commons.jxpath.ri.compiler.Step,3,81,243964,124,56,0,0,0,54,15,27.777779,50,14,28.0,42,14,33.333336,14,33.333336,28,300,2
jtexpert,BCEL-7,org.apache.bcel.util.Class2HTML,3,82,2669,7,0,0,0,0,95,0,0.0,45,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,JXPATH-2,org.apache.commons.jxpath.ri.compiler.Path,3,81,245009,146,28,0,3,0,111,23,20.72072,86,15,17.44186,88,21,23.863636,19,21.59091,69,300,2
jtexpert,LA4J-10,org.la4j.linear.GaussianSolver,3,84,250921,264,18,0,9,0,37,35,94.59459,22,20,90.909096,53,52,98.11321,40,75.4717,13,300,2
jtexpert,BCEL-8,org.apache.bcel.generic.BranchInstruction,3,82,246783,555,58,0,8,0,61,52,85.2459,24,19,79.16667,32,30,93.75,26,81.25,6,300,2
jtexpert,JXPATH-3,org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,3,80,245090,161,34,0,1,0,62,37,59.67742,64,36,56.25,49,34,69.38776,28,57.14286,21,300,2
jtexpert,BCEL-9,org.apache.bcel.classfile.StackMapEntry,3,87,253338,953,98,0,46,0,189,166,87.83069,196,161,82.14286,114,100,87.7193,76,66.66667,38,300,2
jtexpert,JXPATH-8,org.apache.commons.jxpath.util.ValueUtils,3,79,270989,347,154,0,50,0,246,126,51.219513,150,87,58.0,152,87,57.236843,69,45.394737,83,300,2
jtexpert,JXPATH-9,org.apache.commons.jxpath.ri.model.beans.PropertyIterator,3,82,244372,15,0,0,2,0,154,0,0.0,98,0,0.0,122,0,0.0,0,0.0,122,300,2
jtexpert,JXPATH-6,org.apache.commons.jxpath.JXPathContext,3,81,247624,524,76,0,15,0,96,78,81.25,46,34,73.91304,50,43,86.0,34,68.0,16,300,2
jtexpert,JXPATH-7,org.apache.commons.jxpath.ri.parser.XPathParserTokenManager,3,81,332662,2172,298,0,23,0,1029,652,63.362484,872,440,50.458717,352,202,57.386364,94,26.704546,258,300,2
jtexpert,FREEHEP-10,org.freehep.math.minuit.MnUserTransformation,3,80,296676,493,62,0,27,0,169,106,62.721897,72,41,56.944443,112,71,63.39286,38,33.92857,74,300,2
jtexpert,JXPATH-1,org.apache.commons.jxpath.util.BasicTypeConverter,3,79,3130,7,0,0,0,0,233,0,0.0,298,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,BCEL-1,org.apache.bcel.classfile.Utility,3,86,3247,7,0,0,0,0,501,0,0.0,344,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,BCEL-2,org.apache.bcel.verifier.structurals.InstConstraintVisitor,3,79,258814,854,166,0,82,0,1076,59,5.4832716,776,12,1.5463917,243,7,2.8806584,1,0.41152263,242,300,2
jtexpert,BCEL-3,org.apache.bcel.generic.ConstantPoolGen,3,94,251802,694,150,0,31,0,280,244,87.14285,140,105,75.0,163,147,90.18405,117,71.779144,46,300,2
jtexpert,BCEL-4,org.apache.bcel.generic.InstructionList,3,80,3357,8,0,0,0,0,431,0,0.0,219,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,FREEHEP-8,org.freehep.math.minuit.MnPrint,3,80,261094,2203,54,0,8,0,210,134,63.809525,72,39,54.166668,170,110,64.70589,62,36.47059,108,300,2
jtexpert,FREEHEP-9,org.freehep.math.minuit.MnMinos,3,144,259883,226,14,0,7,0,111,13,11.711712,74,3,4.054054,78,1,1.2820513,0,0.0,78,300,2
jtexpert,FREEHEP-6,org.freehep.math.minuit.SimplexBuilder,3,117,251584,68,4,0,2,0,97,17,17.525772,54,2,3.7037036,100,14,14.0,0,0.0,100,300,2
jtexpert,FREEHEP-7,org.freehep.math.minuit.MnHesse,3,82,253119,238,24,0,8,0,126,18,14.285715,48,1,2.0833335,127,7,5.511811,3,2.3622048,124,300,2
jtexpert,FREEHEP-1,org.freehep.math.minuit.MnPlot,3,84,259558,52,2,0,0,0,203,178,87.68472,116,80,68.965515,116,111,95.68965,28,24.13793,88,300,2
jtexpert,FREEHEP-4,org.freehep.math.minuit.MnAlgebraicSymMatrix,3,84,250200,7,15,1,0,0,237,0,0.0,126,0,0.0,189,0,0.0,0,0.0,189,300,1
jtexpert,FREEHEP-5,org.freehep.math.minuit.MnUserParameterState,3,81,300422,554,130,0,35,0,262,169,64.50382,110,47,42.727272,135,85,62.96296,52,38.518517,83,300,2
jtexpert,FREEHEP-2,org.freehep.math.minuit.MnLineSearch,3,92,257315,58,2,0,1,0,104,11,10.576923,94,4,4.255319,140,7,5.0,0,0.0,140,300,2
jtexpert,FREEHEP-3,org.freehep.math.minuit.MnFunctionCross,3,78,261261,90,6,0,3,0,220,29,13.181818,160,5,3.125,132,6,4.5454545,0,0.0,132,300,2
jtexpert,IMAGE-1,org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase,3,81,249151,4599,22,0,5,0,304,171,56.25,180,70,38.88889,107,60,56.074768,48,44.85981,59,300,2
jtexpert,RE2J-3,com.google.re2j.Simplify,3,103,244431,164,34,0,0,0,64,42,65.625,56,35,62.5,58,41,70.68965,5,8.620689,53,300,2
jtexpert,IMAGE-3,org.apache.commons.imaging.formats.bmp.BmpImageParser,3,158,3612,7,0,0,0,0,380,0,0.0,193,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,RE2J-2,com.google.re2j.CharClass,3,96,263933,451,112,0,9,0,176,169,96.02273,112,107,95.53571,102,101,99.01961,80,78.43137,22,300,2
jtexpert,IMAGE-2,org.apache.commons.imaging.common.RationalNumber,3,76,246156,2121,58,0,11,0,76,71,93.42105,60,52,86.666664,96,94,97.91667,61,63.541668,35,300,2
jtexpert,RE2J-5,com.google.re2j.Compiler,3,80,245219,218,48,0,1,0,117,112,95.726494,85,72,84.70589,103,98,95.14563,41,39.80583,62,300,2
jtexpert,RE2J-4,com.google.re2j.Utils,3,80,248543,299,148,0,3,0,86,83,96.51163,96,89,92.70833,117,117,100.0,88,75.21368,29,300,2
jtexpert,IMAGE-4,org.apache.commons.imaging.formats.tiff.TiffField,3,161,250324,692,166,0,26,0,253,198,78.26087,134,98,73.13432,184,159,86.41304,142,77.17391,42,300,2
jtexpert,RE2J-7,com.google.re2j.Regexp,3,84,250379,1261,92,0,35,0,164,62,37.80488,119,35,29.411766,108,30,27.777779,22,20.37037,86,300,2
jtexpert,RE2J-6,com.google.re2j.Machine,3,81,246086,367,96,0,10,0,159,147,92.45283,121,98,80.99173,104,102,98.07692,38,36.53846,66,300,2
jtexpert,RE2J-8,com.google.re2j.RE2,3,80,247511,736,194,0,22,0,204,196,96.07843,98,93,94.897964,167,165,98.80239,30,17.964073,137,300,2
jtexpert,LA4J-7,org.la4j.matrix.sparse.CCSMatrix,3,80,254516,7,0,0,0,0,339,0,0.0,210,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,GSON-9,com.google.gson.reflect.TypeToken,3,84,1338,7,0,0,0,0,93,0,0.0,60,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-6,org.la4j.linear.ForwardBackSubstitutionSolver,3,91,258196,243,12,0,5,0,26,25,96.15385,20,18,90.0,36,35,97.22222,29,80.55556,7,300,2
jtexpert,GSON-6,com.google.gson.internal.bind.JsonTreeReader,3,84,1450,12,0,0,0,0,165,0,0.0,86,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-9,org.la4j.decomposition.SingularValueDecompositor,3,100,275701,8220,50,0,0,0,265,265,100.0,175,165,94.28571,161,161,100.0,10,6.21118,151,300,2
jtexpert,GSON-7,com.google.gson.GsonBuilder,3,81,1347,7,0,0,0,0,94,0,0.0,38,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-8,org.la4j.matrix.dense.Basic2DMatrix,3,84,246011,7,0,0,0,0,105,0,0.0,68,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,GSON-4,com.google.gson.stream.JsonReader,3,80,1374,8,0,0,0,0,656,0,0.0,468,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-3,org.la4j.matrix.sparse.CRSMatrix,3,201,247363,8,0,0,0,0,339,0,0.0,210,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,GSON-5,com.google.gson.internal.LinkedTreeMap,3,89,1324,7,0,0,0,0,190,0,0.0,150,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-2,org.la4j.decomposition.EigenDecompositor,3,87,268116,4123,76,0,1,0,429,362,84.382286,222,175,78.82883,241,195,80.912865,24,9.958507,217,300,2
jtexpert,GSON-2,com.google.gson.internal.LinkedHashTreeMap,3,103,1507,12,0,0,0,0,234,0,0.0,170,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-5,org.la4j.Matrix,3,87,384131,17800,234,0,94,0,520,396,76.15385,280,191,68.21429,174,129,74.13793,37,21.264368,137,300,2
jtexpert,GSON-3,com.google.gson.JsonPrimitive,3,85,1331,8,0,0,0,0,82,0,0.0,80,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-4,org.la4j.matrix.dense.Basic1DMatrix,3,96,253194,9,0,0,0,0,116,0,0.0,66,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,GSON-1,com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,3,82,1329,7,0,0,0,0,63,0,0.0,36,0,0.0,0,0,0.0,0,0.0,0,300,0
jtexpert,LA4J-1,org.la4j.vector.sparse.CompressedVector,3,82,261867,7,70,1,0,0,198,0,0.0,126,0,0.0,102,0,0.0,0,0.0,102,300,1
