tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
evosuite,BCEL-7,org.apache.bcel.util.Class2HTML,3,357,111237,13,0,0,0,0,95,0,0.0,45,0,0.0,0,0,0.0,0,0.0,0,300,0
evosuite,JXPATH-2,org.apache.commons.jxpath.ri.compiler.Path,3,1617,244285,8927,52,0,0,0,111,82,73.87387,86,64,74.4186,88,68,77.27273,59,67.045456,29,300,2
evosuite,LA4J-10,org.la4j.linear.GaussianSolver,3,390,209092,9900,18,0,0,0,37,36,97.2973,22,21,95.454544,53,52,98.11321,37,69.81132,16,300,2
evosuite,BCEL-8,org.apache.bcel.generic.BranchInstruction,3,370,208684,4697,49,0,0,0,61,59,96.721306,24,22,91.66667,32,32,100.0,29,90.625,3,300,2
evosuite,JXPATH-3,org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,3,361,237684,8978,37,0,0,0,62,56,90.32258,64,58,90.625,49,49,100.0,47,95.918365,2,300,2
evosuite,BCEL-9,org.apache.bcel.classfile.StackMapEntry,3,1106,135207,12,0,0,0,0,189,0,0.0,196,0,0.0,0,0,0.0,0,0.0,0,300,0
evosuite,JXPATH-8,org.apache.commons.jxpath.util.ValueUtils,3,441,196203,5359,54,0,0,0,246,147,59.7561,150,92,61.333336,152,97,63.815792,76,50.0,76,300,2
evosuite,JXPATH-9,org.apache.commons.jxpath.ri.model.beans.PropertyIterator,3,362,201217,5027,22,0,0,0,154,130,84.41559,98,72,73.46939,122,96,78.68852,41,33.606556,81,300,2
evosuite,JXPATH-6,org.apache.commons.jxpath.JXPathContext,3,382,263964,7481,103,0,0,0,96,78,81.25,46,39,84.78261,50,46,92.0,42,84.0,8,300,2
evosuite,JXPATH-7,org.apache.commons.jxpath.ri.parser.XPathParserTokenManager,3,505,6320,15,0,0,0,0,1029,0,0.0,872,0,0.0,0,0,0.0,0,0.0,0,300,0
evosuite,FREEHEP-10,org.freehep.math.minuit.MnUserTransformation,3,519,214964,9393,132,0,0,0,169,169,100.0,72,69,95.83333,112,112,100.0,87,77.67857,25,300,2
evosuite,JXPATH-1,org.apache.commons.jxpath.util.BasicTypeConverter,3,356,199354,10621,85,0,0,0,233,148,63.51931,298,230,77.181206,122,90,73.77049,83,68.03279,39,300,2
evosuite,BCEL-1,org.apache.bcel.classfile.Utility,3,359,257008,34,0,0,0,0,501,0,0.0,344,0,0.0,0,0,0.0,0,0.0,0,300,0
evosuite,BCEL-2,org.apache.bcel.verifier.structurals.InstConstraintVisitor,3,360,281758,10674,217,0,0,0,1076,102,9.479554,776,25,3.2216494,243,15,6.1728396,6,2.4691358,237,300,2
evosuite,BCEL-3,org.apache.bcel.generic.ConstantPoolGen,3,371,276055,13930,111,0,1,0,280,225,80.35714,140,106,75.71429,163,151,92.63804,79,48.466255,84,300,2
evosuite,BCEL-4,org.apache.bcel.generic.InstructionList,3,378,288251,8304,162,0,2,0,431,396,91.87935,219,181,82.6484,118,106,89.830505,92,77.9661,26,300,2
evosuite,FREEHEP-8,org.freehep.math.minuit.MnPrint,3,1313,268402,7330,51,0,0,0,210,159,75.71429,72,51,70.83333,170,133,78.23529,88,51.76471,82,300,2
evosuite,FREEHEP-9,org.freehep.math.minuit.MnMinos,3,644,220806,5038,72,0,0,0,111,16,14.414414,74,10,13.513513,78,2,2.5641026,0,0.0,78,300,2
evosuite,FREEHEP-6,org.freehep.math.minuit.SimplexBuilder,3,374,206244,2885,13,0,0,0,97,93,95.87629,54,49,90.74074,100,96,96.0,47,47.0,53,300,2
evosuite,FREEHEP-7,org.freehep.math.minuit.MnHesse,3,386,294913,14181,65,0,3,0,126,119,94.44444,48,47,97.91667,127,125,98.4252,56,44.094486,71,300,2
evosuite,FREEHEP-1,org.freehep.math.minuit.MnPlot,3,2640,274087,2445,21,0,0,0,203,203,100.0,116,109,93.965515,116,116,100.0,43,37.068966,73,300,2
evosuite,FREEHEP-4,org.freehep.math.minuit.MnAlgebraicSymMatrix,3,1105,284595,6334,28,0,0,0,237,148,62.447254,126,81,64.28571,189,99,52.380955,46,24.338623,143,300,2
evosuite,FREEHEP-5,org.freehep.math.minuit.MnUserParameterState,3,388,253197,8487,159,0,1,0,262,230,87.786255,110,78,70.90909,135,116,85.92593,69,51.111115,66,300,2
evosuite,FREEHEP-2,org.freehep.math.minuit.MnLineSearch,3,1281,204880,2518,17,0,0,0,104,103,99.03847,94,91,96.80851,140,140,100.0,11,7.857143,129,300,2
evosuite,FREEHEP-3,org.freehep.math.minuit.MnFunctionCross,3,361,214318,9904,24,0,1,0,220,201,91.36364,160,130,81.25,132,126,95.454544,27,20.454546,105,300,2
evosuite,IMAGE-1,org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase,3,373,269023,18530,29,0,0,0,304,215,70.72369,180,106,58.88889,107,70,65.42056,37,34.579437,70,300,2
evosuite,RE2J-3,com.google.re2j.Simplify,3,382,190814,1820,14,0,0,0,64,23,35.9375,56,27,48.214287,58,27,46.551723,23,39.655174,35,300,2
evosuite,IMAGE-3,org.apache.commons.imaging.formats.bmp.BmpImageParser,3,357,272756,9044,51,0,0,0,380,183,48.157894,193,64,33.16062,120,43,35.833332,15,12.5,105,300,2
evosuite,RE2J-2,com.google.re2j.CharClass,3,377,276285,4875,43,0,0,0,176,167,94.88636,112,106,94.64286,102,101,99.01961,67,65.68627,35,300,2
evosuite,IMAGE-2,org.apache.commons.imaging.common.RationalNumber,3,490,267106,3625,27,0,2,0,76,73,96.05263,60,58,96.666664,96,95,98.95833,73,76.04167,23,300,2
evosuite,RE2J-5,com.google.re2j.Compiler,3,1163,202212,2694,25,0,0,0,117,73,62.393166,85,50,58.823532,103,67,65.048546,30,29.126215,73,300,2
evosuite,RE2J-4,com.google.re2j.Utils,3,358,213697,7225,57,0,0,0,86,79,91.860466,96,90,93.75,117,117,100.0,103,88.03419,14,300,2
evosuite,IMAGE-4,org.apache.commons.imaging.formats.tiff.TiffField,3,1340,227551,14179,120,0,0,0,253,204,80.632416,134,105,78.35821,184,163,88.58696,107,58.152176,77,300,2
evosuite,RE2J-7,com.google.re2j.Regexp,3,375,276025,2596,55,0,0,0,164,90,54.87805,119,51,42.857143,108,51,47.22222,39,36.11111,69,300,2
evosuite,RE2J-6,com.google.re2j.Machine,3,1011,238042,4415,19,0,0,0,159,140,88.05031,121,98,80.99173,104,100,96.15385,70,67.30769,34,300,2
evosuite,RE2J-8,com.google.re2j.RE2,3,568,257025,7989,58,0,0,0,204,200,98.039215,98,92,93.877556,167,167,100.0,136,81.437126,31,300,2
evosuite,LA4J-7,org.la4j.matrix.sparse.CCSMatrix,3,369,192248,28,0,0,0,0,339,0,0.0,210,0,0.0,0,0,0.0,0,0.0,0,300,0
evosuite,GSON-9,com.google.gson.reflect.TypeToken,3,361,204883,5212,31,0,0,0,93,51,54.83871,60,25,41.666664,67,44,65.67164,37,55.22388,30,300,2
evosuite,LA4J-6,org.la4j.linear.ForwardBackSubstitutionSolver,3,629,213105,8284,18,0,0,0,26,25,96.15385,20,18,90.0,36,35,97.22222,21,58.333332,15,300,2
evosuite,GSON-6,com.google.gson.internal.bind.JsonTreeReader,3,1137,206727,8688,73,0,0,0,165,151,91.51515,86,79,91.860466,124,115,92.741936,93,75.0,31,300,2
evosuite,LA4J-9,org.la4j.decomposition.SingularValueDecompositor,3,367,239070,5517,9,0,0,0,265,265,100.0,175,165,94.28571,161,161,100.0,51,31.67702,110,300,2
evosuite,GSON-7,com.google.gson.GsonBuilder,3,1033,209254,6651,27,0,0,0,94,92,97.87234,38,31,81.57895,50,50,100.0,44,88.0,6,300,2
evosuite,LA4J-8,org.la4j.matrix.dense.Basic2DMatrix,3,1052,289892,9669,64,0,0,0,105,96,91.42857,68,54,79.411766,110,106,96.36363,91,82.72727,19,300,2
evosuite,GSON-4,com.google.gson.stream.JsonReader,3,353,309070,30020,100,0,0,0,656,300,45.73171,468,182,38.88889,161,79,49.06832,20,12.42236,141,300,2
evosuite,LA4J-3,org.la4j.matrix.sparse.CRSMatrix,3,353,187087,7,0,0,0,0,339,0,0.0,210,0,0.0,0,0,0.0,0,0.0,0,300,0
evosuite,GSON-5,com.google.gson.internal.LinkedTreeMap,3,988,223592,4314,45,0,0,0,190,97,51.05263,150,50,33.333336,115,62,53.913044,43,37.391304,72,300,2
evosuite,LA4J-2,org.la4j.decomposition.EigenDecompositor,3,364,250629,5112,24,0,0,0,429,355,82.75058,222,179,80.63063,241,194,80.497925,47,19.502075,194,300,2
evosuite,GSON-2,com.google.gson.internal.LinkedHashTreeMap,3,1163,256000,3142,49,0,0,0,234,136,58.11966,170,67,39.411766,164,101,61.585365,58,35.365852,106,300,2
evosuite,LA4J-5,org.la4j.Matrix,3,1217,299035,6983,144,0,4,0,520,317,60.96154,280,150,53.571426,174,103,59.195404,61,35.05747,113,300,2
evosuite,GSON-3,com.google.gson.JsonPrimitive,3,865,203176,7656,86,0,1,0,82,77,93.902435,80,66,82.5,87,84,96.55172,73,83.90804,14,300,2
evosuite,LA4J-4,org.la4j.matrix.dense.Basic1DMatrix,3,356,292122,10323,73,0,0,0,116,108,93.10345,66,55,83.33333,158,142,89.87341,81,51.265823,77,300,2
evosuite,GSON-1,com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,3,360,209657,6195,13,0,0,0,63,53,84.12698,36,26,72.22222,36,29,80.55556,21,58.333332,15,300,2
evosuite,LA4J-1,org.la4j.vector.sparse.CompressedVector,3,1336,286813,9387,84,0,0,0,198,194,97.9798,126,120,95.2381,102,101,99.01961,81,79.411766,21,300,2
evosuite,JXPATH-10,org.apache.commons.jxpath.ri.axes.SimplePathInterpreter,3,897,274408,12136,48,0,0,0,271,110,40.590405,184,70,38.04348,197,90,45.68528,67,34.01015,130,300,2
evosuite,BCEL-10,org.apache.bcel.verifier.structurals.Subroutines,3,377,217771,4776,20,0,0,0,119,97,81.5126,72,56,77.77778,75,66,88.0,53,70.666664,22,300,2
evosuite,RE2J-1,com.google.re2j.Parser,3,979,290062,6618,49,0,0,0,760,511,67.23684,565,342,60.53097,203,145,71.42857,89,43.84236,114,300,2
evosuite,OKHTTP-5,okhttp3.internal.tls.DistinguishedNameParser,1,376,296192,2040,16,0,0,0,156,71,45.512817,168,56,33.333336,200,101,50.5,62,31.0,138,480,2
evosuite,OKHTTP-6,okhttp3.CacheControl,1,356,311191,2798,47,0,0,0,128,117,91.40625,70,59,84.28571,59,57,96.61017,48,81.35593,11,480,2
evosuite,OKHTTP-7,okhttp3.internal.tls.OkHostnameVerifier,1,818,303371,2920,20,0,0,0,80,38,47.5,64,29,45.3125,63,32,50.793655,18,28.57143,45,480,2
evosuite,GSON-10,com.google.gson.internal.Excluder,1,368,309183,3850,21,0,0,0,89,71,79.775276,82,51,62.19512,77,61,79.22078,41,53.246754,36,480,2
evosuite,OKHTTP-8,okhttp3.HttpUrl,1,358,5390,7,0,0,0,0,221,0,0.0,183,0,0.0,0,0,0.0,0,0.0,0,480,0
evosuite,OKHTTP-1,okhttp3.Cookie,1,360,293966,2406,34,0,0,0,236,38,16.101696,208,17,8.173077,108,15,13.888889,6,5.555556,102,480,2
evosuite,OKHTTP-2,okhttp3.internal.platform.AndroidPlatform,1,356,298200,3943,24,0,0,0,88,35,39.772728,30,15,50.0,34,20,58.823532,17,50.0,17,480,2
evosuite,OKHTTP-3,okhttp3.ConnectionSpec,1,365,328142,3273,50,0,0,0,82,78,95.12195,66,53,80.30303,71,68,95.77465,50,70.42254,21,480,2
evosuite,OKHTTP-4,okhttp3.internal.http.HttpHeaders,1,759,307443,4438,40,0,0,0,83,53,63.855423,62,34,54.83871,71,44,61.971832,39,54.929577,32,480,2
evosuite,BCEL-5,org.apache.bcel.verifier.statics.Pass3aVerifier,1,360,321169,6096,25,0,0,0,120,76,63.333332,72,31,43.055553,69,48,69.565216,31,44.927536,38,480,2
evosuite,JXPATH-4,org.apache.commons.jxpath.util.MethodLookupUtils,1,360,295090,2378,24,0,0,0,139,132,94.96403,102,90,88.2353,92,89,96.73913,77,83.69565,15,480,2
evosuite,BCEL-6,org.apache.bcel.verifier.structurals.LocalVariables,1,362,443570,3702,23,0,0,0,62,44,70.96774,54,31,57.40741,50,45,90.0,36,72.0,14,480,2
evosuite,JXPATH-5,org.apache.commons.jxpath.ri.compiler.Step,1,374,301853,3566,39,0,0,0,54,53,98.14815,50,45,90.0,42,42,100.0,38,90.47619,4,480,2
evosuite,BCEL-7,org.apache.bcel.util.Class2HTML,1,373,417795,3138,18,0,0,0,95,85,89.47369,45,29,64.44444,42,38,90.47619,20,47.61905,22,480,2
evosuite,JXPATH-2,org.apache.commons.jxpath.ri.compiler.Path,1,366,431729,5144,49,0,3,0,111,84,75.675674,86,65,75.5814,88,66,75.0,56,63.636364,32,480,2
evosuite,LA4J-10,org.la4j.linear.GaussianSolver,1,1777,334125,6230,20,0,0,0,37,36,97.2973,22,21,95.454544,53,52,98.11321,40,75.4717,13,480,2
evosuite,BCEL-8,org.apache.bcel.generic.BranchInstruction,1,360,316884,4584,48,0,0,0,61,59,96.721306,24,22,91.66667,32,32,100.0,31,96.875,1,480,2
evosuite,JXPATH-3,org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,1,356,404517,5602,41,0,2,0,62,54,87.09677,64,55,85.9375,49,47,95.918365,42,85.71429,7,480,2
evosuite,BCEL-9,org.apache.bcel.classfile.StackMapEntry,1,368,241000,7,0,0,0,0,189,0,0.0,196,0,0.0,0,0,0.0,0,0.0,0,480,0
evosuite,JXPATH-8,org.apache.commons.jxpath.util.ValueUtils,1,597,335705,2621,67,0,0,0,246,155,63.00813,150,99,66.0,152,111,73.02631,84,55.263157,68,480,2
evosuite,JXPATH-9,org.apache.commons.jxpath.ri.model.beans.PropertyIterator,1,1145,304154,4186,33,0,0,0,154,152,98.7013,98,93,94.897964,122,121,99.18033,89,72.95082,33,480,2
evosuite,JXPATH-6,org.apache.commons.jxpath.JXPathContext,1,360,343186,8818,105,0,0,0,96,78,81.25,46,37,80.434784,50,43,86.0,38,76.0,12,480,2
evosuite,JXPATH-7,org.apache.commons.jxpath.ri.parser.XPathParserTokenManager,1,366,5047,7,0,0,0,0,1029,0,0.0,872,0,0.0,0,0,0.0,0,0.0,0,480,0
evosuite,FREEHEP-10,org.freehep.math.minuit.MnUserTransformation,1,356,313471,3672,128,0,0,0,169,169,100.0,72,69,95.83333,112,112,100.0,87,77.67857,25,480,2
evosuite,JXPATH-1,org.apache.commons.jxpath.util.BasicTypeConverter,1,357,306469,3176,86,0,0,0,233,148,63.51931,298,230,77.181206,122,90,73.77049,82,67.21311,40,480,2
evosuite,BCEL-1,org.apache.bcel.classfile.Utility,1,360,183240,7,0,0,0,0,501,0,0.0,344,0,0.0,0,0,0.0,0,0.0,0,480,0
evosuite,BCEL-2,org.apache.bcel.verifier.structurals.InstConstraintVisitor,1,358,396025,8189,206,0,0,0,1076,91,8.45725,776,17,2.1907215,243,11,4.5267487,3,1.2345679,240,480,2
evosuite,BCEL-3,org.apache.bcel.generic.ConstantPoolGen,1,367,244489,7,0,0,0,0,280,0,0.0,140,0,0.0,0,0,0.0,0,0.0,0,480,0
evosuite,BCEL-4,org.apache.bcel.generic.InstructionList,1,366,457144,7950,184,0,5,0,431,404,93.7355,219,189,86.30137,118,109,92.37288,97,82.203384,21,480,2
evosuite,FREEHEP-8,org.freehep.math.minuit.MnPrint,1,405,414864,4175,67,0,0,0,210,202,96.190475,72,71,98.61111,170,166,97.64706,116,68.2353,54,480,2
evosuite,FREEHEP-9,org.freehep.math.minuit.MnMinos,1,412,398118,5114,99,0,0,0,111,106,95.4955,74,48,64.86486,78,77,98.71795,35,44.871796,43,480,2
evosuite,FREEHEP-6,org.freehep.math.minuit.SimplexBuilder,1,363,338713,3379,12,0,0,0,97,93,95.87629,54,50,92.59259,100,96,96.0,54,54.000004,46,480,2
evosuite,FREEHEP-7,org.freehep.math.minuit.MnHesse,1,358,325670,3811,57,0,3,0,126,99,78.57143,48,40,83.33333,127,102,80.31496,42,33.070866,85,480,2
evosuite,FREEHEP-1,org.freehep.math.minuit.MnPlot,1,361,408736,4840,22,0,0,0,203,203,100.0,116,110,94.82758,116,116,100.0,46,39.655174,70,480,2
evosuite,FREEHEP-4,org.freehep.math.minuit.MnAlgebraicSymMatrix,1,358,452575,2016,25,0,0,0,237,228,96.20254,126,117,92.85714,189,182,96.296295,68,35.978836,121,480,2
evosuite,FREEHEP-5,org.freehep.math.minuit.MnUserParameterState,1,1015,427420,3523,167,0,1,0,262,239,91.221375,110,82,74.545456,135,121,89.62963,76,56.296295,59,480,2
evosuite,FREEHEP-2,org.freehep.math.minuit.MnLineSearch,1,513,314237,2402,14,0,0,0,104,103,99.03847,94,91,96.80851,140,140,100.0,10,7.1428576,130,480,2
evosuite,FREEHEP-3,org.freehep.math.minuit.MnFunctionCross,1,360,354076,4451,20,0,1,0,220,209,95.0,160,140,87.5,132,128,96.969696,27,20.454546,105,480,2
evosuite,IMAGE-1,org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase,1,1707,354927,17299,26,0,0,0,304,214,70.39474,180,101,56.11111,107,76,71.02804,40,37.38318,67,480,2
evosuite,RE2J-3,com.google.re2j.Simplify,1,369,342807,1977,14,0,0,0,64,23,35.9375,56,24,42.857143,58,27,46.551723,22,37.931034,36,480,2
evosuite,IMAGE-3,org.apache.commons.imaging.formats.bmp.BmpImageParser,1,1008,449674,7080,60,0,0,0,380,291,76.57894,193,121,62.694298,120,85,70.83333,46,38.333332,74,480,2
evosuite,RE2J-2,com.google.re2j.CharClass,1,1428,423951,2287,39,0,0,0,176,167,94.88636,112,107,95.53571,102,101,99.01961,71,69.60784,31,480,2
evosuite,IMAGE-2,org.apache.commons.imaging.common.RationalNumber,1,555,314859,1772,39,0,0,0,76,73,96.05263,60,58,96.666664,96,95,98.95833,71,73.95833,25,480,2
evosuite,RE2J-5,com.google.re2j.Compiler,1,360,318531,2215,28,0,0,0,117,97,82.90598,85,62,72.94118,103,91,88.34952,38,36.893204,65,480,2
evosuite,RE2J-4,com.google.re2j.Utils,1,358,298921,2254,56,0,0,0,86,82,95.34883,96,93,96.875,117,117,100.0,110,94.0171,7,480,2
evosuite,IMAGE-4,org.apache.commons.imaging.formats.tiff.TiffField,1,377,325195,5275,119,0,0,0,253,205,81.02767,134,107,79.850746,184,162,88.04348,133,72.28261,51,480,2
evosuite,RE2J-7,com.google.re2j.Regexp,1,362,413277,2577,55,0,1,0,164,109,66.46342,119,66,55.46219,108,73,67.59259,58,53.7037,50,480,2
evosuite,RE2J-6,com.google.re2j.Machine,1,359,303148,15233,20,0,0,0,159,141,88.679245,121,102,84.29752,104,100,96.15385,57,54.807693,47,480,2
evosuite,RE2J-8,com.google.re2j.RE2,1,366,331126,4373,85,0,0,0,204,200,98.039215,98,92,93.877556,167,167,100.0,137,82.03593,30,480,2
evosuite,LA4J-7,org.la4j.matrix.sparse.CCSMatrix,1,369,290197,7,0,0,0,0,339,0,0.0,210,0,0.0,0,0,0.0,0,0.0,0,480,0
evosuite,GSON-9,com.google.gson.reflect.TypeToken,1,498,338273,2800,28,0,0,0,93,51,54.83871,60,24,40.0,67,42,62.68657,35,52.238804,32,480,2
evosuite,LA4J-6,org.la4j.linear.ForwardBackSubstitutionSolver,1,1168,359749,3907,15,0,0,0,26,23,88.46153,20,17,85.0,36,31,86.11111,23,63.88889,13,480,2
evosuite,GSON-6,com.google.gson.internal.bind.JsonTreeReader,1,3142,345935,4064,70,0,0,0,165,152,92.121216,86,75,87.209305,124,109,87.90323,93,75.0,31,480,2
evosuite,LA4J-9,org.la4j.decomposition.SingularValueDecompositor,1,367,318564,3056,9,0,0,0,265,246,92.830185,175,159,90.85714,161,152,94.409935,52,32.298134,109,480,2
evosuite,GSON-7,com.google.gson.GsonBuilder,1,363,313582,10182,28,0,0,0,94,93,98.93617,38,32,84.210526,50,50,100.0,46,92.0,4,480,2
evosuite,LA4J-8,org.la4j.matrix.dense.Basic2DMatrix,1,1115,458115,5343,66,0,0,0,105,91,86.666664,68,53,77.94118,110,102,92.72727,87,79.09091,23,480,2
evosuite,GSON-4,com.google.gson.stream.JsonReader,1,855,410280,3244,113,0,0,0,656,346,52.7439,468,218,46.581196,161,90,55.90062,60,37.26708,101,480,2
evosuite,LA4J-3,org.la4j.matrix.sparse.CRSMatrix,1,1087,435529,17043,91,0,0,0,339,249,73.451324,210,128,60.952385,197,153,77.66498,42,21.319798,155,480,2
evosuite,GSON-5,com.google.gson.internal.LinkedTreeMap,1,381,377613,2892,47,0,0,0,190,114,60.000004,150,68,45.333336,115,71,61.73913,47,40.869564,68,480,2
evosuite,LA4J-2,org.la4j.decomposition.EigenDecompositor,1,1805,363742,7425,19,0,0,0,429,352,82.051285,222,176,79.27928,241,190,78.83817,43,17.842323,198,480,2
evosuite,GSON-2,com.google.gson.internal.LinkedHashTreeMap,1,358,315055,2899,50,0,0,0,234,141,60.25641,170,73,42.941177,164,110,67.07317,70,42.682926,94,480,2
evosuite,LA4J-5,org.la4j.Matrix,1,358,469868,10600,212,0,1,0,520,351,67.5,280,181,64.64286,174,120,68.965515,76,43.67816,98,480,2
evosuite,GSON-3,com.google.gson.JsonPrimitive,1,363,305462,3729,90,0,1,0,82,78,95.12195,80,73,91.25,87,86,98.85057,69,79.31035,18,480,2
evosuite,LA4J-4,org.la4j.matrix.dense.Basic1DMatrix,1,362,449513,5394,76,0,0,0,116,104,89.655174,66,52,78.78788,158,134,84.81013,92,58.227848,66,480,2
evosuite,GSON-1,com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,1,432,303431,17816,12,0,0,0,63,52,82.53968,36,25,69.44444,36,28,77.77778,24,66.66667,12,480,2
evosuite,LA4J-1,org.la4j.vector.sparse.CompressedVector,1,372,459942,5789,78,0,0,0,198,179,90.40404,126,96,76.190475,102,86,84.31373,66,64.70589,36,480,2
evosuite,JXPATH-10,org.apache.commons.jxpath.ri.axes.SimplePathInterpreter,1,370,394007,6651,50,0,0,0,271,150,55.350555,184,92,50.0,197,108,54.82234,84,42.639595,113,480,2
evosuite,BCEL-10,org.apache.bcel.verifier.structurals.Subroutines,1,907,313156,4605,15,0,0,0,119,91,76.47059,72,54,75.0,75,62,82.666664,51,68.0,24,480,2
evosuite,RE2J-1,com.google.re2j.Parser,1,394,347358,3233,67,0,0,0,760,559,73.552635,565,369,65.30973,203,150,73.891624,82,40.39409,121,480,2
evosuite,OKHTTP-5,okhttp3.internal.tls.DistinguishedNameParser,2,369,297019,2203,13,0,0,0,156,98,62.82051,168,74,44.04762,200,135,67.5,74,37.0,126,480,2
evosuite,OKHTTP-6,okhttp3.CacheControl,2,365,301106,2825,41,0,0,0,128,111,86.71875,70,51,72.85714,59,56,94.91525,48,81.35593,11,480,2
evosuite,OKHTTP-7,okhttp3.internal.tls.OkHostnameVerifier,2,376,295797,2652,16,0,0,0,80,39,48.75,64,31,48.4375,63,33,52.380955,18,28.57143,45,480,2
evosuite,GSON-10,com.google.gson.internal.Excluder,2,364,301373,3963,19,0,0,0,89,70,78.65169,82,49,59.7561,77,60,77.92207,36,46.753246,41,480,2
evosuite,OKHTTP-8,okhttp3.HttpUrl,2,369,6228,7,0,0,0,0,221,0,0.0,183,0,0.0,0,0,0.0,0,0.0,0,480,0
evosuite,OKHTTP-1,okhttp3.Cookie,2,379,296129,2371,40,0,0,0,236,43,18.220339,208,39,18.75,108,27,25.0,19,17.592592,89,480,2
evosuite,OKHTTP-2,okhttp3.internal.platform.AndroidPlatform,2,360,295928,3506,28,0,0,0,88,35,39.772728,30,15,50.0,34,20,58.823532,17,50.0,17,480,2
evosuite,OKHTTP-3,okhttp3.ConnectionSpec,2,363,343536,3324,51,0,0,0,82,67,81.70731,66,49,74.242424,71,62,87.323944,47,66.19718,24,480,2
evosuite,OKHTTP-4,okhttp3.internal.http.HttpHeaders,2,1586,329092,4533,41,0,0,0,83,58,69.87952,62,39,62.903225,71,47,66.19718,40,56.33803,31,480,2
evosuite,BCEL-5,org.apache.bcel.verifier.statics.Pass3aVerifier,2,376,320468,6032,17,0,1,0,120,82,68.333336,72,44,61.11111,69,57,82.608696,35,50.724636,34,480,2
evosuite,JXPATH-4,org.apache.commons.jxpath.util.MethodLookupUtils,2,386,295597,2420,26,0,0,0,139,133,95.68346,102,91,89.21568,92,90,97.82609,80,86.95652,12,480,2
evosuite,BCEL-6,org.apache.bcel.verifier.structurals.LocalVariables,2,396,468534,4868,26,0,0,0,62,48,77.41935,54,35,64.81481,50,47,94.0,38,76.0,12,480,2
evosuite,JXPATH-5,org.apache.commons.jxpath.ri.compiler.Step,2,1317,309021,3560,36,0,0,0,54,52,96.296295,50,47,94.0,42,42,100.0,40,95.2381,2,480,2
evosuite,BCEL-7,org.apache.bcel.util.Class2HTML,2,368,419228,3478,19,0,0,0,95,87,91.57895,45,33,73.333336,42,40,95.2381,21,50.0,21,480,2
evosuite,JXPATH-2,org.apache.commons.jxpath.ri.compiler.Path,2,370,319134,4548,54,0,0,0,111,87,78.37838,86,68,79.06977,88,70,79.545456,60,68.181816,28,480,2
evosuite,LA4J-10,org.la4j.linear.GaussianSolver,2,386,318220,3773,19,0,0,0,37,33,89.189186,22,19,86.36364,53,51,96.22642,32,60.377357,21,480,2
evosuite,BCEL-8,org.apache.bcel.generic.BranchInstruction,2,358,321671,5265,48,0,0,0,61,60,98.36066,24,23,95.83333,32,32,100.0,30,93.75,2,480,2
evosuite,JXPATH-3,org.apache.commons.jxpath.ri.compiler.CoreOperationCompare,2,364,319633,4745,29,0,0,0,62,57,91.935486,64,59,92.1875,49,46,93.877556,46,93.877556,3,480,2
evosuite,BCEL-9,org.apache.bcel.classfile.StackMapEntry,2,379,157466,9,0,0,0,0,189,0,0.0,196,0,0.0,0,0,0.0,0,0.0,0,480,0
evosuite,JXPATH-8,org.apache.commons.jxpath.util.ValueUtils,2,360,304837,3149,66,0,0,0,246,165,67.07317,150,104,69.333336,152,118,77.631584,90,59.210526,62,480,2
evosuite,JXPATH-9,org.apache.commons.jxpath.ri.model.beans.PropertyIterator,2,402,305477,4025,31,0,0,0,154,151,98.05195,98,93,94.897964,122,119,97.540985,75,61.475407,47,480,2
evosuite,JXPATH-6,org.apache.commons.jxpath.JXPathContext,2,386,392432,7077,105,0,0,0,96,78,81.25,46,39,84.78261,50,45,90.0,40,80.0,10,480,2
evosuite,JXPATH-7,org.apache.commons.jxpath.ri.parser.XPathParserTokenManager,2,427,6246,7,0,0,0,0,1029,0,0.0,872,0,0.0,0,0,0.0,0,0.0,0,480,0
evosuite,FREEHEP-10,org.freehep.math.minuit.MnUserTransformation,2,368,377855,3384,131,0,0,0,169,169,100.0,72,69,95.83333,112,112,100.0,87,77.67857,25,480,2
evosuite,JXPATH-1,org.apache.commons.jxpath.util.BasicTypeConverter,2,391,369576,3395,87,0,0,0,233,149,63.9485,298,231,77.51678,122,90,73.77049,82,67.21311,40,480,2
evosuite,BCEL-1,org.apache.bcel.classfile.Utility,2,358,194365,7,0,0,0,0,501,0,0.0,344,0,0.0,0,0,0.0,0,0.0,0,480,0
evosuite,BCEL-2,org.apache.bcel.verifier.structurals.InstConstraintVisitor,2,364,410712,7885,190,0,0,0,1076,76,7.063197,776,15,1.9329896,243,6,2.4691358,2,0.82304525,241,480,2
evosuite,BCEL-3,org.apache.bcel.generic.ConstantPoolGen,2,364,414568,5960,108,0,0,0,280,250,89.28571,140,112,80.0,163,153,93.86503,128,78.5276,35,480,2
